Start Timestamp,Elapsed Time (s),Rounds Played,Score,Total Reward,Loss,Steps,BOILING,BOMB_DROPPED,BOMB_EXPLODED,COIN_COLLECTED,COIN_FOUND,COOL,CRATE_COMBO,CRATE_DESTROYED,CRATE_POTENTIALLY_DESTROYED,FRESHENED_UP,GOT_KILLED,HOT,INVALID_ACTION,KILLED_OPPONENT,KILLED_SELF,MOVED_DOWN,MOVED_LEFT,MOVED_RIGHT,MOVED_UP,OPPONENT_ELIMINATED,STEP_SURVIVED,SURVIVED_ROUND,USELESS_BOMB,WAITED,WARM,UP,RIGHT,DOWN,LEFT,WAIT,BOMB
2024-09-18 20:39:25,11.283521175384521,10,0,-112.88000000000012,8.55470222607255,69,2,10,10,0,0,0,0,0,0,1,10,6,28,0,10,7,6,7,4,0,59,0,10,7,10,11,13,9,10,7,19
2024-09-18 20:39:25,11.505205154418945,10,0,-113.38000000000024,14.151316542178392,123,3,12,12,0,1,0,0,2,2,3,10,3,44,0,10,8,9,21,9,0,113,0,10,20,12,19,27,18,18,20,21
2024-09-18 20:39:25,11.721112251281738,10,0,-116.30000000000032,14.945843920111656,124,5,11,11,0,1,0,0,1,1,2,10,6,53,0,10,6,13,10,12,0,114,0,10,19,11,22,15,22,27,19,19
2024-09-18 20:39:25,12.038377046585083,10,0,-118.62000000000036,20.993327386677265,181,5,15,15,0,2,0,0,2,2,5,10,9,62,0,10,23,14,19,20,0,171,0,13,28,15,35,33,33,25,28,27
2024-09-18 20:39:25,12.19020700454712,10,0,-108.44000000000018,12.141534266993403,94,5,11,11,0,3,0,0,4,4,1,10,8,40,0,10,13,3,8,1,0,84,0,7,18,11,9,16,18,12,18,21
2024-09-18 20:39:25,12.457617044448853,10,0,-113.22000000000031,19.39780319109559,156,3,15,15,0,2,0,0,4,4,6,10,7,51,0,10,13,13,14,28,0,146,0,11,22,15,35,25,23,28,22,23
2024-09-18 20:39:25,12.63351821899414,10,0,-110.32000000000014,11.694810416549444,101,4,12,12,0,2,0,0,3,3,2,10,6,37,0,10,8,6,3,20,0,91,0,9,15,12,22,10,15,22,15,17
2024-09-18 20:39:25,12.875177145004272,10,0,-110.72000000000021,14.648284006863832,122,4,12,12,0,2,0,0,4,4,3,10,5,48,0,10,9,15,10,12,0,112,0,8,16,12,23,19,22,18,16,24
2024-09-18 20:39:25,13.252150058746338,10,0,-118.84000000000042,25.389929071068764,196,6,15,15,0,0,0,0,4,4,5,10,8,69,0,10,21,17,16,22,0,186,0,11,36,15,35,29,34,32,36,30
2024-09-18 20:39:25,13.61593508720398,10,0,-122.30000000000041,28.016245361417532,213,4,14,14,0,1,0,0,1,1,6,10,11,73,0,10,23,24,19,23,0,203,0,13,37,14,38,33,42,38,37,25
2024-09-18 20:39:25,13.8664710521698,10,0,-114.8800000000002,18.626567302271724,143,5,11,11,0,0,0,0,2,2,2,10,7,48,0,10,15,7,17,27,0,133,0,9,18,11,38,28,21,24,18,14
2024-09-18 20:39:25,14.07686996459961,10,0,-115.76000000000023,15.95523265749216,120,7,11,11,0,1,0,0,1,1,1,10,9,47,0,10,6,12,14,14,0,110,0,10,16,11,23,26,13,23,16,19
2024-09-18 20:39:25,14.302074909210205,10,0,-108.62000000000032,16.084284160286188,122,3,11,11,0,2,0,0,4,4,2,10,4,40,0,10,9,13,11,16,0,112,0,7,22,11,22,18,17,20,22,23
2024-09-18 20:39:25,14.581452131271362,10,0,-121.08000000000041,20.40538894571364,161,7,14,14,0,0,0,0,0,0,4,10,9,53,0,10,11,24,12,16,0,151,0,14,31,14,32,19,23,29,31,27
2024-09-18 20:39:25,14.76628303527832,10,0,-109.38000000000011,12.434011664241552,105,2,11,11,0,1,0,0,3,3,1,10,4,33,0,10,6,22,10,10,0,95,0,8,13,11,15,16,14,26,13,21
2024-09-18 20:39:25,15.00949215888977,10,0,-106.4400000000003,17.91830864176154,138,1,13,13,0,4,0,0,5,5,5,10,4,38,0,10,21,13,20,15,0,128,0,9,18,13,26,29,26,20,18,19
2024-09-18 20:39:25,15.235255241394043,10,0,-108.80000000000031,18.198808401823044,134,1,10,10,0,2,0,0,5,5,1,10,7,49,0,10,8,17,16,10,0,124,0,6,24,10,20,25,17,32,24,16
2024-09-18 20:39:25,15.447137117385864,10,0,-116.94000000000018,16.045073121786118,118,3,11,11,0,0,0,0,0,0,3,10,7,46,0,10,6,18,14,9,0,108,0,11,14,11,18,22,20,25,14,19
2024-09-18 20:39:25,15.747008085250854,10,0,-110.68000000000028,22.56742873415351,167,4,12,12,0,3,0,0,5,5,2,10,6,56,0,10,20,20,18,19,0,157,0,8,22,12,33,22,34,39,22,17
2024-09-18 20:39:25,16.027558088302612,10,0,-116.44000000000048,21.35075966268778,160,4,12,12,0,2,0,0,3,3,2,10,6,70,0,10,9,18,16,11,0,150,0,9,24,12,29,30,35,23,24,19
2024-09-18 20:39:25,16.283651113510132,10,0,-110.04000000000028,20.312984697520733,147,3,11,11,0,2,0,0,4,4,1,10,7,44,0,10,13,18,14,10,0,137,0,7,37,11,26,21,23,24,37,16
2024-09-18 20:39:25,16.526670217514038,10,0,-112.62000000000015,19.6016438100487,137,5,12,12,0,2,0,0,2,2,2,10,9,39,0,10,15,18,13,18,0,127,0,10,22,12,29,18,21,25,22,22
2024-09-18 20:39:25,16.754427909851074,10,0,-115.1400000000004,17.544380482286215,129,4,14,14,0,1,0,0,3,3,4,10,8,51,0,10,8,10,14,10,0,119,0,11,22,14,24,23,17,22,22,21
2024-09-18 20:39:25,16.90269112586975,10,0,-114.32000000000019,12.575286753475666,93,5,10,10,0,0,0,0,1,1,0,10,7,40,0,10,2,7,13,5,0,83,0,9,16,10,15,24,10,13,16,15
2024-09-18 20:39:25,17.203081130981445,10,0,-114.76000000000026,23.611336460337043,163,1,13,13,0,2,0,0,2,2,5,10,6,52,0,10,15,24,20,11,0,153,0,11,28,13,26,30,29,29,28,21
2024-09-18 20:39:25,17.397583961486816,10,0,-112.34000000000022,15.974258815869689,113,4,12,12,0,2,0,0,2,2,2,10,6,41,0,10,14,14,7,15,0,103,0,10,10,12,25,17,21,21,10,19
2024-09-18 20:39:25,17.601059198379517,10,0,-112.44000000000027,16.773012552410364,116,7,10,10,0,1,0,0,2,2,0,10,7,40,0,10,11,17,9,7,0,106,0,8,22,10,16,18,22,20,22,18
2024-09-18 20:39:25,17.860109090805054,10,0,-114.8600000000003,20.3448773548007,144,3,12,12,0,1,0,0,2,2,4,10,6,51,0,10,7,20,20,13,0,134,0,10,21,12,26,32,19,30,21,16
2024-09-18 20:39:25,18.032608032226562,10,0,-112.94000000000017,13.395786259323359,102,4,11,11,0,1,0,0,2,2,1,10,6,43,0,10,15,4,11,7,0,92,0,9,11,11,14,22,21,17,11,17
2024-09-18 20:39:25,18.32027006149292,10,0,-114.32000000000028,23.2912918869406,167,4,14,14,0,0,0,0,4,4,4,10,9,49,0,10,26,8,14,32,0,157,0,10,24,14,38,22,34,27,24,22
2024-09-18 20:39:25,18.532347917556763,10,0,-112.58000000000017,16.39998960494995,118,2,13,13,0,2,0,0,2,2,3,10,8,39,0,10,14,10,18,13,0,108,0,11,11,13,16,21,20,24,11,26
2024-09-18 20:39:25,18.69902014732361,10,0,-108.10000000000026,12.66765102185309,97,2,10,10,0,1,0,0,4,4,3,10,5,38,0,10,4,7,15,10,0,87,0,6,13,10,23,24,15,11,13,11
2024-09-18 20:39:25,18.890602111816406,10,0,-116.32000000000023,15.501479867845774,109,4,11,11,0,0,0,0,0,0,1,10,8,40,0,10,9,9,14,9,0,99,0,11,17,11,14,25,17,18,17,18
2024-09-18 20:39:25,19.162013053894043,10,0,-110.20000000000029,22.117091834545135,159,3,13,13,0,3,0,0,5,5,3,10,6,52,0,10,15,11,24,14,0,149,0,8,30,13,25,29,26,30,30,19
2024-09-18 20:39:25,19.455636978149414,10,0,-109.32000000000038,23.768662802875042,165,2,10,10,0,3,0,0,4,4,1,10,4,52,0,10,19,26,22,13,0,155,0,6,23,10,26,33,28,39,23,16
2024-09-18 20:39:25,19.698385000228882,10,0,-112.88000000000017,17.820781633257866,135,2,10,10,0,1,0,0,2,2,0,10,5,46,0,10,6,20,24,4,0,125,0,8,25,10,19,27,18,34,25,12
2024-09-18 20:39:25,19.84700298309326,10,0,-111.20000000000019,12.428146310150623,90,3,11,11,0,1,0,0,2,2,2,10,7,34,0,10,12,5,5,13,0,80,0,9,10,11,16,17,12,16,10,19
2024-09-18 20:39:25,20.00568723678589,10,0,-106.98000000000013,12.576903559267521,92,7,10,10,0,3,0,0,4,3,1,10,7,27,0,10,9,8,9,8,0,82,0,7,21,10,10,14,18,13,21,16
2024-09-18 20:39:25,20.290987014770508,10,0,-113.56000000000037,21.838673371821642,164,3,12,12,0,2,0,0,3,3,2,10,6,55,0,10,18,18,21,20,0,154,0,9,20,12,35,29,23,41,20,16
